"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2024","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, SHELL - BROKEN, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","196,413,000",""
"SURVEY","2024","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.36",""
"SURVEY","2024","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","643,241,700",""
"SURVEY","2024","JUL","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","7,718,900,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.09",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, PARITY, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","4.31",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.47",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN PCT OF PARITY","TOTAL","NOT SPECIFIED","57",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","732,433,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","8,789,200,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - SEASONAL ADJUSTMENT FACTOR FOR PRICE RECEIVED, MEASURED IN PCT","TOTAL","NOT SPECIFIED","84.7",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","272,747,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHITE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","67,387,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHOLE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","171,690,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, YOLK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","33,670,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","104,599,900",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,255,200,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","96,316,500",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,155,800,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","8,283,400",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","99,400,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, INEDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,449,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, SHELL - BROKEN, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","203,092,000",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.99",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","627,833,100",""
"SURVEY","2024","JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","7,534,000,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.26",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, PARITY, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","4.26",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.92",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN PCT OF PARITY","TOTAL","NOT SPECIFIED","45",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","777,158,300",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","9,325,900,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - SEASONAL ADJUSTMENT FACTOR FOR PRICE RECEIVED, MEASURED IN PCT","TOTAL","NOT SPECIFIED","118",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","238,284,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHITE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,472,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHOLE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,668,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, YOLK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,144,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","109,274,900",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,311,300,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","100,508,100",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,206,100,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","8,766,800",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","105,200,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, INEDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,955,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, SHELL - BROKEN, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","183,986,000",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.15",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","667,883,400",""
"SURVEY","2024","MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","8,014,600,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.72",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, PARITY, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","4.32",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.22",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN PCT OF PARITY","TOTAL","NOT SPECIFIED","51",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","758,041,500",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","9,096,500,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - SEASONAL ADJUSTMENT FACTOR FOR PRICE RECEIVED, MEASURED IN PCT","TOTAL","NOT SPECIFIED","78",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","265,157,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHITE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","66,156,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHOLE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","163,916,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, YOLK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","35,085,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","107,966,700",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,295,600,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","99,416,700",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,193,000,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","8,550,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","102,600,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, INEDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,236,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, SHELL - BROKEN, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","207,687,000",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","1.53",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","650,074,800",""
"SURVEY","2024","MAY","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","7,800,900,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","3.14",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, PARITY, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","4.33",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.84",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN PCT OF PARITY","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","744,558,400",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","8,934,700,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - SEASONAL ADJUSTMENT FACTOR FOR PRICE RECEIVED, MEASURED IN PCT","TOTAL","NOT SPECIFIED","111",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","247,707,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHITE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","56,597,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHOLE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","161,862,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, YOLK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,248,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","103,566,600",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,242,800,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","96,083,300",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,153,000,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","7,483,300",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","89,800,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, INEDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,834,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, SHELL - BROKEN, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","187,463,000",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","3.22",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","640,991,800",""
"SURVEY","2024","NOV","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","7,691,900,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.72",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, PARITY, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","4.3",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","3.03",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN PCT OF PARITY","TOTAL","NOT SPECIFIED","70",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","764,991,900",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","9,179,900,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - SEASONAL ADJUSTMENT FACTOR FOR PRICE RECEIVED, MEASURED IN PCT","TOTAL","NOT SPECIFIED","89.9",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","280,794,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHITE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","71,725,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHOLE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,060,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, YOLK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","33,009,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","107,841,700",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,294,100,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","99,983,300",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,199,800,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","7,858,400",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, EGG TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","94,300,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, INEDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,959,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, SHELL - BROKEN, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","208,992,000",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.72",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","657,150,200",""
"SURVEY","2024","OCT","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, TABLE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","7,885,800,000",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.06",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, PARITY, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","4.25",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN $ / DOZEN","TOTAL","NOT SPECIFIED","2.28",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRICE RECEIVED, SEASONALLY ADJUSTED, MEASURED IN PCT OF PARITY","TOTAL","NOT SPECIFIED","54",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","737,549,900",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","8,850,600,000",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS - SEASONAL ADJUSTMENT FACTOR FOR PRICE RECEIVED, MEASURED IN PCT","TOTAL","NOT SPECIFIED","90.5",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","247,940,000",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHITE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","59,572,000",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, WHOLE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","158,188,000",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, EDIBLE PRODUCT, YOLK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,180,000",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","106,108,400",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,273,300,000",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN DOZEN","TOTAL","NOT SPECIFIED","98,350,100",""
"SURVEY","2024","SEP","","NATIONAL","US TOTAL","","","","","","","","00000000","","EGGS","EGGS, HATCHING, BROILER TYPE - PRODUCTION, MEASURED IN EGGS","TOTAL","NOT SPECIFIED","1,180,200,000",""
